ID,nper,anio,mes,GR,ronda,region,REGION_4,dpto,nom_dpto,barrio,ccz,ESTRED13,LOC_AGR_13,NOM_LOC_AGR_13,h2_cv,h4_1_cv,d23,d24,d25,e0_cv,e01_cv,e1_cv,e557,e26,e27,e29_1,e29_2,e29_3,e29_4,e29_5,e29_6,e49,e51_2,e197_1,e51_3,e51_4_a,e201_1a,e51_4_b,e201_1b,e51_5,e201_1c,e51_6,e201_1d,e209_1,e51_6a,e51_6b,e214_1,e51_8,e215_1,e217_1,e51_9,e218_1,e220_1,e51_10,e221_1,e223_1,e51_11,e224_1,e226_1,f269,f270,f271,f272,f273,f69,f69_1,f274,f275,f276,f277,f70,f304,f302,f303,f71_2,f72_2,f73,f82,f305,f306,f284_1,f284_2,f284_3,f284_4,f284_5,f284_6,f284_7,f85,f311,f309,f310,f90_2,f91_2,f92,f96,f296_1,f296_2,f296_3,f296_4,f296_5,f296_6,f296_7,f98,f99,f100,f101,f102,f103,f297,f298,f104,f299,f110,f111,f113,f114,f115,f300,f108,f301,f106,f116,f117,f124_1,f124_2,f124_3,f124_5,POBPCOAC,SUBEMPLEO,NIV_EDU,W,SIT_OCUP,INFORMAL,SECTOR_F
48652,2,2024,1,26,6,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",1,0,2,0,2,2,0,1,2,1,71,2,2,1,2,2,0,1,6,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,2,1,2,1,9,0,1. CB incompleto o menos,119,NA,0,NA
52537,1,2024,1,28,4,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",1,0,2,0,2,2,0,1,1,1,70,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5,1,55172,0,0,0,3,1,66272,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,4. Terciario completo o posgrado,141,NA,0,NA
52537,2,2024,1,28,4,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",1,0,2,0,2,2,0,1,2,2,67,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,5,1,55172,0,0,0,3,1,66272,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,4. Terciario completo o posgrado,141,NA,0,NA
52538,1,2024,1,28,4,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",1,0,2,0,2,2,0,1,1,2,43,2,2,1,2,2,0,1,6,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,5153,8610,1,1,3,0,6,6,6,6,0,6,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,1. CB incompleto o menos,188,Empleado,0,Formal
52538,2,2024,1,28,4,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",1,0,2,0,2,2,0,1,2,2,21,2,2,1,2,2,0,1,6,1,0,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7511,1011,1,1,3,0,0,8,8,8,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,188,Empleado,0,Formal
58409,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,1,3,4,0,0,0,1,2,30,2,2,1,2,2,0,1,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,9112,1011,1,1,8,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,1. CB incompleto o menos,179,Empleado,0,Formal
58410,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,1,0,1,0,0,0,1,2,66,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,4,1,55214,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5221,4771,9,2,7,2,0,2,2,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,4. Terciario completo o posgrado,62,Cuentapropistas,1,Informal
58411,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,2,0,2,0,0,0,1,1,41,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,55131,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4311,4610,9,1,1,1,0,5,5,5,5,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,203,Cuentapropistas,0,Formal
58411,2,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,2,0,2,0,0,0,2,2,34,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,55144,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3141,4649,1,1,3,0,0,9,9,9,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,203,Empleado,0,Formal
58412,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,1,0,1,0,0,0,1,1,40,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,55148,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,2511,8411,2,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,226,Empleado,0,Formal
58413,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,1,0,1,0,0,0,1,1,57,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,1. CB incompleto o menos,103,NA,0,NA
58414,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,1,0,1,0,0,0,1,1,88,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,3. Sec. completa o terciaria incomp,132,NA,0,NA
58415,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,3,0,3,0,0,0,1,1,67,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,1,2,10,0,3. Sec. completa o terciaria incomp,160,NA,0,NA
58415,2,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,3,0,3,0,0,0,2,2,66,2,2,1,2,2,0,1,6,1,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,4110,8411,2,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,160,Empleado,0,Formal
58415,3,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,3,0,3,0,0,0,2,1,34,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,7,1,55172,0,0,0,2,2,66272,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2211,8610,2,1,0,0,0,4,4,4,4,0,0,20,0,0,0,2211,8620,9,1,0,4,4,4,4,0,0,20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,4. Terciario completo o posgrado,160,Empleado,0,Formal
58416,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,2,0,2,0,0,0,1,1,85,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,8,1,55172,0,0,0,2,1,66272,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,1,1,10,0,4. Terciario completo o posgrado,111,NA,0,NA
58416,2,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,2,0,2,0,0,0,2,2,50,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,4,1,55214,4,1,55131,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2351,8620,9,1,1,1,0,8,8,8,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,111,Cuentapropistas,0,Formal
58417,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,1,1,2,0,0,0,1,2,25,2,2,1,2,2,0,1,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5223,1071,1,1,8,1,0,0,8,8,8,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,191,Empleado,1,Formal
58418,1,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,3,2,5,0,0,0,1,2,34,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,4,1,55172,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,2221,8610,1,1,6,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,166,Empleado,0,Formal
58418,2,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,3,2,5,0,0,0,2,1,40,2,2,1,2,2,0,1,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,7511,1011,1,1,3,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,166,Empleado,0,Formal
58418,3,2024,1,31,1,2,2,3,Canelones,0,0,8,03023,"Canelones y otras (Paso Espinosa, Paso Palomeque)",0,0,3,2,5,0,0,0,2,2,65,2,2,1,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,2,1,2,1,9,0,1. CB incompleto o menos,166,NA,0,NA
48654,1,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,2,1,3,2,0,1,2,1,27,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8332,1080,1,1,8,0,0,8,8,8,8,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,1. CB incompleto o menos,287,Empleado,0,Formal
48654,2,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,2,1,3,2,0,1,1,2,23,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,2,0,0,0,0,0,1,1,2,2,2,2,1,4,0,1. CB incompleto o menos,287,NA,0,NA
48655,1,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,1,0,1,2,0,1,3,1,70,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,1,10,0,1. CB incompleto o menos,129,NA,0,NA
48658,1,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,2,1,3,2,0,1,1,1,51,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,9,2,55134,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,2,1,1,1,4311,1102,1,1,4,0,0,0,0,0,0,0,0,25,1,1,1,4311,4610,1,1,0,0,0,0,0,0,0,20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,142,Empleado,0,Formal
48658,2,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,2,1,3,2,0,1,2,2,51,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,4,1,55214,9,2,55134,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,2353,8510,1,1,8,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,142,Empleado,0,Formal
48659,1,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,2,0,2,2,0,1,1,2,31,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,55134,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4311,4652,1,1,3,0,0,9,9,9,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,233,Empleado,0,Formal
48659,2,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,2,0,2,2,0,1,2,1,42,2,2,1,2,2,0,1,6,1,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3511,4663,1,1,3,0,0,9,9,9,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,233,Empleado,0,Formal
48660,1,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,1,2,3,2,0,1,1,2,36,2,2,1,2,2,0,1,6,1,0,3,1,0,0,2,2,0,0,0,1,2,33281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,5120,5610,9,1,1,0,0,0,6,6,6,6,0,24,0,0,0,5223,4721,1,2,0,0,0,0,0,0,6,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,118,Cuentapropistas,0,Formal
48661,1,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,1,0,1,2,0,1,1,1,38,2,2,1,2,2,0,1,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,8131,2021,1,1,8,0,0,9,9,9,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,1. CB incompleto o menos,350,Empleado,0,Formal
48662,1,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,3,0,3,2,0,1,1,1,46,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,3,2,55214,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,2330,8521,2,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,152,Empleado,0,Formal
48662,2,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,3,0,3,2,0,1,2,2,70,2,2,1,2,2,0,1,6,1,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,2,0,2,2,2,1,6,0,2. CB completo o EMS incomp,152,NA,0,NA
48662,3,2024,1,26,6,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,3,0,3,2,0,1,2,1,71,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,2,2,2,10,0,1. CB incompleto o menos,152,NA,0,NA
50584,1,2024,1,27,5,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,4,0,4,2,0,1,1,2,44,2,2,1,2,2,0,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7511,1011,1,1,3,0,0,8,8,8,8,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,165,Empleado,0,Formal
50584,2,2024,1,27,5,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,4,0,4,2,0,1,2,1,51,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7511,1011,1,1,3,0,0,8,8,8,8,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,1. CB incompleto o menos,165,Empleado,0,Formal
50584,3,2024,1,27,5,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,4,0,4,2,0,1,2,2,22,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,55134,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,4311,6419,2,1,0,0,0,7,7,7,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,165,Empleado,0,Formal
50584,4,2024,1,27,5,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,4,0,4,2,0,1,2,2,15,2,2,1,2,2,0,3,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,3,2,0,2,2,2,1,7,0,1. CB incompleto o menos,165,NA,0,NA
52540,1,2024,1,28,4,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,1,0,1,2,0,1,3,2,77,2,2,1,2,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10,0,3,1,2,1,1,2,1,10,0,1. CB incompleto o menos,136,NA,0,NA
50585,1,2024,1,27,5,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,2,0,2,2,0,1,1,1,34,2,2,1,2,2,0,1,6,1,0,0,0,3,1,0,0,3,1,33234,0,0,0,0,0,0,0,0,0,1,1,55334,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,4311,0121,1,1,3,0,0,9,9,9,8,0,0,44,1,1,1,7221,3100,9,1,0,3,3,3,3,0,0,15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,220,Empleado,0,Formal
50585,2,2024,1,27,5,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,2,0,2,2,0,1,2,2,36,2,2,1,2,2,0,3,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,2,2,55214,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,2342,8890,1,1,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,3. Sec. completa o terciaria incomp,220,Empleado,0,Formal
52541,1,2024,1,28,4,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,3,0,3,2,0,1,1,2,45,1,2,1,2,2,3,1,6,1,0,3,1,0,0,3,1,0,0,0,0,0,0,4,1,55214,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,2341,8510,2,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,4. Terciario completo o posgrado,130,Empleado,0,Formal
52541,2,2024,1,28,4,3,3,3,Canelones,0,0,6,30020,Área metropolitana de Montevideo,1,0,3,0,3,2,0,1,2,1,47,2,2,1,2,2,0,1,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,4110,5221,1,1,3,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,2. CB completo o EMS incomp,130,Empleado,0,Formal
